50.04128261666666,	19.95678536666667,	226.0
50.04127998333333,	19.95678005,	226.0
50.04127888333334,	19.95677916666667,	226.0
50.041279,	19.956779083333334,	226.0
50.04133301666668,	19.956692383333333,	226.0
50.0414015,	19.9565524,	228.0
50.04140526666667,	19.956512116666666,	225.0
50.04142601666667,	19.956436383333337,	225.0
50.04147488333333,	19.956347683333334,	225.0
50.04149311666667,	19.95631673333333,	227.0
50.04150486666667,	19.95630613333333,	227.0
50.04151973333334,	19.956313983333335,	227.0
50.04152834999999,	19.956314466666665,	225.0
50.041539900000004,	19.956303883333334,	225.0
50.04154771666668,	19.956296416666664,	225.0
50.041611566666674,	19.956276300000003,	225.0
50.04166658333334,	19.956300199999998,	225.0
50.04167806666666,	19.956321816666666,	225.0
50.04165798333334,	19.956395866666664,	226.0
50.041669666666664,	19.956455499999997,	226.0
50.04169245,	19.956500349999995,	224.0
50.041741116666664,	19.95654816666667,	224.0
50.04179616666667,	19.9565598,	224.0
50.04183641666666,	19.956566833333337,	224.0
50.041870483333334,	19.956576199999997,	224.0
50.04190685,	19.956593283333333,	224.0
50.041951433333324,	19.956610766666664,	224.0
50.041994083333336,	19.956617683333334,	225.0
50.042034516666675,	19.956602766666663,	225.0
50.042080633333335,	19.95659751666667,	225.0
50.04213303333332,	19.956585600000004,	226.0
50.042181866666674,	19.9565876,	226.0
50.04222338333334,	19.956602699999998,	226.0
50.04226603333333,	19.9566327,	225.0
50.04229566666666,	19.95668413333333,	225.0
50.04234413333334,	19.95674703333333,	227.0
50.042389916666664,	19.956726199999995,	226.0
50.04237763333334,	19.95677753333333,	226.0
50.04238413333334,	19.956801183333333,	226.0
50.0423885,	19.956809633333336,	232.0
50.042491749999996,	19.956935583333333,	232.0
50.04254138333334,	19.956982316666668,	232.0
50.04259706666667,	19.957021649999998,	229.0
50.042640566666655,	19.957047183333337,	229.0
50.042677233333336,	19.957062466666667,	229.0
50.04274233333334,	19.957097349999998,	227.0
50.04278608333335,	19.957123516666663,	227.0
50.04282618333333,	19.95713891666667,	227.0
50.04285875000001,	19.95717276666667,	228.0
50.04290243333333,	19.957164,	228.0
50.04293433333334,	19.957138549999996,	228.0
50.04297566666667,	19.957126766666665,	228.0
50.04301061666666,	19.95711988333333,	228.0
50.04303701666666,	19.95708218333333,	228.0
50.04307776666666,	19.957062883333332,	227.0
50.04311701666667,	19.957028383333334,	227.0
50.04315246666666,	19.956995616666667,	227.0
50.04318185,	19.95697021666667,	228.0
50.04321545,	19.95695476666667,	228.0
50.04325038333333,	19.956947316666668,	228.0
50.04327176666667,	19.956905066666664,	228.0
50.04328733333333,	19.956897599999998,	228.0
50.04332445000001,	19.956893249999997,	228.0
50.043333133333334,	19.956895300000003,	231.0
50.04333385,	19.95689518333333,	234.0
50.04338658333333,	19.956839233333334,	234.0
50.04336581666666,	19.9568381,	232.0
50.04334720000001,	19.956833316666668,	232.0
50.04330568333334,	19.956815366666667,	232.0
50.04327885,	19.956785733333334,	230.0
50.04318108333333,	19.956748883333336,	230.0
50.04312870000001,	19.956672083333334,	230.0
50.04309710000001,	19.956639266666663,	230.0
50.04303698333333,	19.956630816666664,	230.0
50.04302988333334,	19.956581766666666,	230.0
50.04304210000001,	19.95651003333333,	232.0
50.043066683333336,	19.956449116666665,	232.0
50.04309851666667,	19.956388233333332,	232.0
50.04311198333333,	19.956329533333335,	231.0
50.04311661666667,	19.956266816666666,	228.0
50.0431406,	19.956218449999994,	228.0
50.04315386666667,	19.956149316666668,	228.0
50.043170216666674,	19.956054950000002,	228.0
50.04318326666667,	19.955993266666663,	228.0
50.04318533333334,	19.955909766666664,	226.0
50.043197966666675,	19.95584683333333,	226.0
50.04321288333335,	19.9557782,	226.0
50.043222449999995,	19.955697516666667,	228.0
50.04322883333332,	19.955619433333332,	228.0
50.04322985,	19.955544116666662,	228.0
50.04322013333334,	19.955491600000002,	227.0
50.043204716666665,	19.955440733333333,	227.0
50.04323356666667,	19.95539065,	227.0
50.04321381666667,	19.955307166666667,	226.0
50.04324951666668,	19.955280466666668,	226.0
50.0432395,	19.95527381666667,	226.0
50.043222783333334,	19.95525375,	225.0
50.04321491666667,	19.955242333333334,	225.0
50.04321981666667,	19.955213566666664,	225.0
50.0432539,	19.955162733333335,	225.0
50.043288350000005,	19.954986016666666,	225.0
50.043317266666655,	19.954862633333338,	225.0
50.043357183333335,	19.95471941666667,	229.0
50.04336525000001,	19.954643849999997,	229.0
50.04334961666667,	19.954566483333334,	229.0
50.04336596666667,	19.954508266666664,	223.0
50.04337386666666,	19.954370133333338,	223.0
50.04336525000001,	19.954329366666666,	223.0
50.04343093333334,	19.954264216666665,	220.0
50.043439400000004,	19.954194316666666,	220.0
50.043406966666666,	19.954128899999997,	220.0
50.04346648333333,	19.954059383333334,	227.0
50.04351098333333,	19.953986683333337,	227.0
50.04353176666667,	19.953920916666668,	227.0
50.043552283333334,	19.953887349999995,	219.0
50.04356245,	19.953840516666666,	219.0
50.043570333333335,	19.953745166666664,	219.0
50.043552433333325,	19.953683766666664,	219.0
50.04349328333333,	19.953642483333333,	219.0
50.0434793,	19.953617166666668,	219.0
50.04347594999999,	19.953581816666667,	219.0
50.04346841666667,	19.953451900000005,	219.0
50.04351100000001,	19.95337371666667,	217.0
50.043560666666664,	19.953330266666665,	217.0
50.04357051666666,	19.953312683333333,	217.0
50.043586166666664,	19.953333883333336,	217.0
