50.03810296666666,	19.95907315,	240.0
50.03806951666667,	19.959014283333335,	240.0
50.03802828333333,	19.95896205,	239.0
50.03799819999999,	19.958909950000002,	239.0
50.037963216666675,	19.958866466666663,	239.0
50.03793484999999,	19.9588257,	241.0
50.037938000000004,	19.95882136666667,	241.0
50.037951616666675,	19.95880246666667,	241.0
50.03795285,	19.95879611666667,	242.0
50.03793151666667,	19.958768433333333,	242.0
50.03791341666666,	19.95871673333333,	242.0
50.03789400000001,	19.95866113333333,	242.0
50.03787688333334,	19.95861046666667,	244.0
50.03786903333333,	19.958555216666664,	244.0
50.037886383333344,	19.958503066666665,	245.0
50.037900699999994,	19.958480616666666,	245.0
50.037907866666664,	19.958446833333333,	245.0
50.037914316666665,	19.958399333333332,	244.0
50.03793961666668,	19.958382933333333,	244.0
50.03795575,	19.958341366666666,	244.0
50.03797646666667,	19.958305616666664,	246.0
50.03800330000001,	19.958275833333335,	246.0
50.03802958333333,	19.958255583333337,	246.0
50.03805808333334,	19.9582532,	247.0
50.03809001666667,	19.958251833333332,	247.0
50.03811533333332,	19.958288450000005,	247.0
50.03813735,	19.95832706666667,	248.0
50.038149016666665,	19.95837005,	252.0
50.03816026666667,	19.95841851666667,	252.0
50.03815106666666,	19.958461366666665,	253.0
50.03812048333332,	19.958464716666665,	253.0
50.038085366666664,	19.95841545,	253.0
50.03805966666667,	19.958437966666665,	252.0
50.03805078333334,	19.9584953,	252.0
50.03804855,	19.958496716666666,	252.0
50.03805281666667,	19.958510016666665,	253.0
50.038095983333335,	19.958431400000002,	259.0
50.03811776666666,	19.958455633333333,	259.0
50.038132016666665,	19.958462483333335,	259.0
50.03814676666666,	19.95842641666667,	259.0
50.038144300000006,	19.95835526666667,	259.0
50.038126283333334,	19.958297283333334,	257.0
50.03812631666667,	19.95833336666667,	257.0
50.03812671666667,	19.958341516666668,	257.0
50.038104116666666,	19.958340616666664,	256.0
50.03808288333333,	19.9583697,	256.0
50.038106333333324,	19.95835675,	254.0
50.038117666666665,	19.958313983333337,	253.0
50.03807445000001,	19.958276699999995,	253.0
50.03803236666666,	19.95827778333333,	253.0
50.037994766666664,	19.958292683333333,	252.0
50.037962433333334,	19.958330983333333,	252.0
50.03793439999999,	19.958379133333338,	252.0
50.03790328333333,	19.958453100000003,	251.0
50.037885116666665,	19.958511133333328,	251.0
50.03788434999999,	19.9585779,	251.0
50.037893849999996,	19.9586236,	251.0
50.03790506666666,	19.958674433333336,	250.0
50.03793311666667,	19.958708,	247.0
50.037960483333336,	19.958772433333337,	247.0
50.03799328333333,	19.95882066666667,	247.0
50.03801668333333,	19.958851966666668,	247.0
50.03802091666666,	19.958908116666663,	247.0
50.038066650000005,	19.958948583333335,	246.0
50.0381146,	19.958961516666665,	246.0
50.03818231666667,	19.95892845,	246.0
50.03822146666666,	19.958906449999997,	246.0
50.038253033333326,	19.958925933333337,	246.0
50.03826991666666,	19.958933350000002,	246.0
50.038275166666665,	19.9588763,	246.0
50.038290933333336,	19.958826266666666,	246.0
50.03831539999999,	19.958766383333334,	246.0
50.03831578333333,	19.95866871666667,	244.0
50.038349783333324,	19.958620916666668,	244.0
50.03836228333333,	19.9585756,	244.0
50.03838208333333,	19.95849245,	245.0
50.03837798333334,	19.95841733333333,	245.0
50.038382299999995,	19.958339666666667,	245.0
50.03836331666667,	19.958238583333333,	245.0
50.038342933333325,	19.958186766666664,	245.0
50.03831686666667,	19.958129149999998,	245.0
50.03828408333334,	19.958085000000004,	245.0
50.0382439,	19.95806116666667,	245.0
50.0381963,	19.958033516666667,	245.0
50.038147333333335,	19.958011666666668,	244.0
50.03809896666667,	19.95799035,	244.0
50.038023149999994,	19.957991983333333,	236.0
50.03797883333333,	19.958012133333337,	236.0
50.03792893333332,	19.958035133333333,	236.0
50.03789003333333,	19.95807878333333,	236.0
50.037868133333326,	19.958145266666666,	237.0
50.03783228333333,	19.9581875,	237.0
50.037789283333325,	19.958345216666665,	237.0
50.037780999999995,	19.958412966666664,	237.0
50.03778533333334,	19.958482283333336,	237.0
50.037811116666674,	19.958544333333336,	236.0
50.037830633333336,	19.958637566666667,	236.0
50.03786336666666,	19.958704933333337,	236.0
50.037891316666666,	19.95876625,	237.0
50.037915716666674,	19.958806333333335,	237.0
50.03794565,	19.95884821666667,	237.0
50.03797751666666,	19.958902133333332,	236.0
50.03801878333334,	19.9589221,	236.0
50.03806228333333,	19.958931683333333,	236.0
50.03809836666667,	19.958936416666667,	236.0
50.03815718333333,	19.958934383333332,	236.0
50.03820361666667,	19.958921349999997,	236.0
50.03824936666666,	19.958922483333335,	236.0
50.03827628333333,	19.95894396666667,	236.0
50.03828923333334,	19.958901783333335,	236.0
50.038320616666674,	19.958832900000004,	237.0
50.038315516666664,	19.9587663,	237.0
50.03832298333334,	19.958701683333334,	237.0
50.038346783333324,	19.958645916666665,	237.0
50.03835975,	19.958583966666666,	237.0
50.03836691666667,	19.95852355,	237.0
50.03839133333333,	19.958464883333335,	236.0
50.038430066666656,	19.958441483333335,	236.0
50.03847978333333,	19.958430733333334,	236.0
50.03852286666666,	19.958433833333334,	237.0
50.03855816666666,	19.95846195,	237.0
50.03862061666668,	19.958578016666667,	238.0
50.03862178333334,	19.958586633333336,	239.0
50.03862508333333,	19.958618583333337,	239.0
